x	y	z	HIV elongation arrest and recovery
181	265	27	2
215	265	27	1
231	265	27	1
233	265	27	1
234	265	27	2
236	265	27	2
240	265	27	1
178	266	27	2
180	266	27	1
224	266	27	1
227	266	27	1
230	266	27	2
237	266	27	2
239	266	27	1
179	267	27	2
182	267	27	1
217	267	27	1
228	267	27	1
230	267	27	1
232	267	27	1
233	267	27	2
236	267	27	1
249	267	27	1
250	267	27	1
179	268	27	2
213	268	27	1
215	268	27	1
219	268	27	2
222	268	27	1
223	268	27	1
224	268	27	1
234	268	27	1
238	268	27	1
241	268	27	3
247	268	27	1
248	268	27	2
177	269	27	1
207	269	27	1
211	269	27	2
214	269	27	2
215	269	27	1
228	269	27	1
229	269	27	1
243	269	27	1
181	270	27	1
218	270	27	1
227	270	27	1
234	270	27	1
236	270	27	1
239	270	27	1
244	270	27	1
248	270	27	1
177	271	27	1
181	271	27	1
215	271	27	1
226	271	27	1
230	271	27	1
232	271	27	3
237	271	27	1
247	271	27	1
251	271	27	1
176	272	27	1
205	272	27	1
208	272	27	1
214	272	27	1
217	272	27	1
227	272	27	1
228	272	27	1
241	272	27	1
203	273	27	1
223	273	27	1
224	273	27	1
235	273	27	1
246	273	27	1
247	273	27	1
248	273	27	1
251	273	27	1
178	274	27	1
206	274	27	3
209	274	27	1
214	274	27	2
221	274	27	1
228	274	27	1
229	274	27	1
241	274	27	2
243	274	27	2
252	274	27	1
184	275	27	1
206	275	27	1
222	275	27	1
223	275	27	1
235	275	27	2
236	275	27	1
238	275	27	1
244	275	27	1
247	275	27	1
204	276	27	2
205	276	27	1
206	276	27	1
209	276	27	1
210	276	27	1
213	276	27	2
217	276	27	1
227	276	27	2
230	276	27	1
233	276	27	1
234	276	27	1
239	276	27	1
207	277	27	2
208	277	27	1
218	277	27	1
224	277	27	1
227	277	27	2
235	277	27	1
237	277	27	2
245	277	27	1
249	277	27	1
209	278	27	1
210	278	27	1
214	278	27	1
219	278	27	1
220	278	27	1
224	278	27	1
244	278	27	1
207	279	27	1
220	279	27	2
230	279	27	3
235	279	27	1
236	279	27	1
238	279	27	1
239	279	27	1
242	279	27	2
246	279	27	1
247	279	27	2
248	279	27	1
249	279	27	1
250	279	27	1
205	280	27	1
208	280	27	1
209	280	27	1
242	280	27	3
246	280	27	1
247	280	27	1
248	280	27	1
249	280	27	2
251	280	27	1
252	280	27	1
209	281	27	1
215	281	27	1
218	281	27	1
231	281	27	1
239	281	27	1
246	281	27	1
251	281	27	1
205	282	27	1
209	282	27	1
214	282	27	1
216	282	27	1
227	282	27	1
229	282	27	1
231	282	27	1
237	282	27	2
238	282	27	1
240	282	27	3
244	282	27	1
249	282	27	1
250	282	27	1
252	282	27	1
253	282	27	1
254	282	27	1
201	283	27	1
206	283	27	1
208	283	27	1
235	283	27	2
243	283	27	1
247	283	27	2
248	283	27	1
254	283	27	1
255	283	27	1
212	284	27	1
232	284	27	1
240	284	27	1
251	284	27	1
254	284	27	1
256	284	27	2
209	285	27	2
210	285	27	1
211	285	27	2
212	285	27	1
220	285	27	1
234	285	27	3
241	285	27	1
242	285	27	1
253	285	27	1
204	286	27	1
206	286	27	1
208	286	27	1
209	286	27	1
212	286	27	1
216	286	27	1
220	286	27	3
222	286	27	1
225	286	27	1
233	286	27	1
234	286	27	1
236	286	27	2
239	286	27	1
248	286	27	1
249	286	27	1
258	286	27	1
207	287	27	1
210	287	27	1
214	287	27	1
219	287	27	1
221	287	27	1
222	287	27	2
223	287	27	2
230	287	27	1
234	287	27	1
237	287	27	1
240	287	27	1
249	287	27	1
252	287	27	1
253	287	27	2
255	287	27	1
204	288	27	2
207	288	27	1
222	288	27	2
224	288	27	1
228	288	27	1
233	288	27	1
234	288	27	1
241	288	27	2
244	288	27	1
246	288	27	3
247	288	27	1
249	288	27	1
251	288	27	1
219	289	27	2
222	289	27	3
226	289	27	2
232	289	27	1
234	289	27	1
238	289	27	1
243	289	27	1
249	289	27	1
253	289	27	4
207	290	27	1
222	290	27	1
224	290	27	1
226	290	27	1
231	290	27	2
237	290	27	1
240	290	27	1
211	291	27	1
224	291	27	1
225	291	27	1
228	291	27	2
230	291	27	2
233	291	27	1
235	291	27	1
236	291	27	1
237	291	27	1
248	291	27	2
211	292	27	1
213	292	27	1
218	292	27	1
226	292	27	1
227	292	27	1
239	292	27	1
248	292	27	1
250	292	27	1
251	292	27	1
253	292	27	1
254	292	27	1
219	293	27	1
225	293	27	1
229	293	27	1
238	293	27	1
239	293	27	1
240	293	27	4
243	293	27	1
244	293	27	2
248	293	27	1
250	293	27	1
226	294	27	1
231	294	27	1
237	294	27	1
244	294	27	1
252	294	27	2
255	294	27	2
211	295	27	1
220	295	27	1
221	295	27	1
239	295	27	1
243	295	27	1
246	295	27	1
251	295	27	1
220	296	27	1
221	296	27	1
237	296	27	1
238	296	27	1
239	296	27	1
245	296	27	1
247	296	27	1
249	296	27	1
252	296	27	1
255	296	27	1
225	297	27	1
237	297	27	1
238	297	27	2
239	297	27	2
245	297	27	2
248	297	27	1
249	297	27	1
224	298	27	2
235	298	27	1
241	298	27	1
247	298	27	1
248	298	27	1
226	299	27	1
236	299	27	1
239	299	27	1
241	299	27	2
243	299	27	2
227	300	27	1
228	300	27	2
235	300	27	1
237	300	27	1
241	300	27	1
234	301	27	1
235	301	27	1
238	301	27	1
241	301	27	1
243	301	27	2
250	301	27	2
251	301	27	1
226	302	27	1
235	302	27	2
237	302	27	1
239	302	27	1
243	304	27	2
244	304	27	1
232	264	28	1
235	266	28	1
236	267	28	1
231	268	28	2
238	268	28	1
238	269	28	1
236	270	28	2
238	270	28	1
236	271	28	1
206	272	28	3
234	272	28	2
236	272	28	1
211	273	28	1
214	274	28	1
234	274	28	1
235	275	28	1
234	276	28	1
236	277	28	1
237	277	28	1
236	278	28	2
248	279	28	1
235	280	28	1
251	280	28	1
210	281	28	1
250	281	28	1
235	282	28	1
247	282	28	1
238	283	28	1
254	283	28	1
246	284	28	1
239	285	28	1
240	285	28	2
244	285	28	1
248	285	28	2
246	287	28	1
238	288	28	1
244	288	28	1
243	289	28	1
253	289	28	1
226	290	28	1
245	291	28	2
250	291	28	1
248	293	28	1
250	293	28	1
241	294	28	1
249	294	28	2
242	295	28	1
248	295	28	2
239	297	28	1
245	297	28	1
225	300	28	1
229	255	29	1
234	256	29	1
230	257	29	1
234	258	29	1
181	260	29	1
234	260	29	1
240	260	29	1
231	261	29	1
221	262	29	1
229	262	29	3
232	263	29	2
245	263	29	1
248	263	29	1
224	264	29	1
226	264	29	1
230	264	29	2
232	264	29	1
245	264	29	1
232	265	29	1
233	265	29	1
235	265	29	1
239	265	29	1
249	265	29	1
195	266	29	2
197	266	29	1
230	266	29	1
248	266	29	1
196	267	29	2
214	267	29	1
232	267	29	1
234	267	29	1
217	268	29	2
226	268	29	1
231	268	29	1
234	268	29	2
236	268	29	2
244	268	29	1
250	268	29	1
196	269	29	1
232	269	29	1
240	269	29	1
248	269	29	1
175	270	29	3
178	270	29	2
196	270	29	1
215	270	29	1
230	270	29	1
232	270	29	1
234	270	29	1
237	270	29	1
203	271	29	1
214	271	29	1
215	271	29	2
216	271	29	1
235	271	29	1
238	271	29	1
241	271	29	1
242	271	29	1
249	271	29	1
213	272	29	1
233	272	29	1
207	273	29	1
238	273	29	1
213	274	29	1
233	274	29	3
234	274	29	1
247	274	29	1
232	275	29	2
237	275	29	1
238	275	29	1
241	275	29	1
249	276	29	1
252	276	29	1
236	277	29	1
204	278	29	1
235	278	29	1
237	278	29	2
239	278	29	1
244	278	29	1
245	278	29	1
206	279	29	1
234	279	29	1
235	279	29	1
236	279	29	2
246	279	29	1
233	280	29	1
234	280	29	2
246	280	29	1
249	280	29	1
251	280	29	1
252	280	29	1
256	280	29	2
233	281	29	1
234	281	29	1
235	281	29	1
238	281	29	2
243	281	29	1
249	281	29	1
250	281	29	1
251	281	29	1
206	282	29	2
235	282	29	1
245	282	29	2
250	282	29	1
215	283	29	2
231	283	29	1
236	283	29	1
239	283	29	1
249	283	29	1
232	284	29	1
237	284	29	1
242	284	29	1
246	284	29	2
248	284	29	1
256	284	29	1
234	285	29	1
241	285	29	1
243	285	29	2
250	285	29	1
232	286	29	2
234	286	29	1
235	286	29	4
236	286	29	1
240	286	29	1
242	286	29	1
248	286	29	1
252	286	29	2
226	287	29	2
233	287	29	1
238	287	29	1
240	287	29	1
244	287	29	1
246	287	29	3
224	288	29	2
228	288	29	1
234	288	29	1
236	288	29	2
246	288	29	1
249	288	29	1
228	289	29	1
237	289	29	1
240	289	29	1
245	289	29	1
250	289	29	1
254	289	29	1
222	290	29	2
238	290	29	1
240	290	29	1
241	291	29	1
246	291	29	1
225	292	29	1
239	292	29	1
243	292	29	2
247	292	29	1
239	293	29	1
242	293	29	1
246	293	29	2
248	293	29	2
249	293	29	1
221	294	29	1
224	294	29	1
241	294	29	1
242	294	29	2
243	294	29	2
248	294	29	1
223	295	29	1
240	295	29	1
241	295	29	1
244	295	29	1
249	296	29	1
252	296	29	1
239	297	29	1
245	297	29	1
246	297	29	1
247	297	29	2
215	298	29	1
237	298	29	1
242	298	29	1
248	298	29	1
249	298	29	1
221	299	29	1
222	299	29	1
226	299	29	1
227	299	29	1
226	300	29	2
235	300	29	2
240	300	29	1
223	301	29	1
224	301	29	1
236	301	29	1
247	301	29	2
250	302	29	2
228	251	30	1
233	252	30	1
228	253	30	2
232	254	30	2
233	254	30	1
236	254	30	1
227	255	30	2
232	255	30	1
237	255	30	2
204	256	30	1
229	256	30	1
230	256	30	2
236	256	30	1
181	257	30	2
183	257	30	1
192	257	30	1
203	257	30	1
204	257	30	1
209	257	30	1
228	257	30	2
237	257	30	1
186	258	30	1
226	258	30	1
236	258	30	1
183	259	30	2
189	259	30	1
195	259	30	1
205	259	30	1
214	259	30	1
216	259	30	1
219	259	30	1
224	259	30	1
230	259	30	1
239	259	30	1
184	260	30	1
190	260	30	1
217	260	30	2
186	261	30	1
187	261	30	1
188	261	30	1
194	261	30	1
198	261	30	1
209	261	30	1
211	261	30	1
212	261	30	1
216	261	30	1
217	261	30	1
224	261	30	2
227	261	30	1
236	261	30	2
193	262	30	1
209	262	30	3
231	262	30	2
240	262	30	1
248	262	30	1
179	263	30	1
185	263	30	1
186	263	30	1
188	263	30	1
189	263	30	1
197	263	30	1
215	263	30	1
219	263	30	1
224	263	30	1
227	263	30	1
240	263	30	2
247	263	30	1
248	263	30	2
211	264	30	1
227	264	30	2
232	264	30	1
239	264	30	2
183	265	30	1
193	265	30	1
211	265	30	1
213	265	30	1
214	265	30	1
216	265	30	1
217	265	30	2
232	265	30	3
233	265	30	1
239	265	30	2
242	265	30	2
244	265	30	1
247	265	30	1
187	266	30	1
188	266	30	1
189	266	30	2
194	266	30	2
195	266	30	1
211	266	30	1
219	266	30	1
233	266	30	1
238	266	30	1
240	266	30	2
176	267	30	1
183	267	30	1
192	267	30	2
219	267	30	1
238	267	30	1
244	267	30	1
245	267	30	3
248	267	30	2
182	268	30	1
188	268	30	1
190	268	30	1
196	268	30	2
206	268	30	2
207	268	30	1
237	268	30	1
241	268	30	1
243	268	30	1
245	268	30	1
178	269	30	2
196	269	30	1
198	269	30	1
213	269	30	1
215	269	30	2
238	269	30	2
242	269	30	1
245	269	30	1
248	269	30	1
201	270	30	2
207	270	30	1
214	270	30	1
217	270	30	1
223	270	30	1
227	270	30	1
231	270	30	1
232	270	30	1
235	270	30	1
238	270	30	2
244	270	30	1
175	271	30	1
187	271	30	1
193	271	30	1
200	271	30	1
201	271	30	1
204	271	30	1
206	271	30	1
215	271	30	1
229	271	30	1
232	271	30	1
244	271	30	1
247	271	30	1
179	272	30	1
180	272	30	1
182	272	30	1
184	272	30	1
203	272	30	1
216	272	30	1
235	272	30	1
238	272	30	1
242	272	30	1
244	272	30	2
250	272	30	1
181	273	30	1
204	273	30	1
206	273	30	2
214	273	30	1
239	273	30	1
181	274	30	1
182	274	30	1
208	274	30	1
211	274	30	1
234	274	30	1
238	274	30	1
175	275	30	1
180	275	30	1
184	275	30	1
185	275	30	1
203	275	30	1
211	275	30	1
233	275	30	1
237	275	30	1
239	275	30	1
240	275	30	3
242	275	30	1
244	275	30	2
251	275	30	2
179	276	30	1
186	276	30	1
205	276	30	1
206	276	30	1
233	276	30	1
235	276	30	1
238	276	30	1
174	277	30	1
180	277	30	2
208	277	30	1
237	277	30	1
238	277	30	1
239	277	30	1
243	277	30	1
245	277	30	1
250	277	30	1
230	278	30	1
237	278	30	2
239	278	30	2
243	278	30	1
234	279	30	1
235	279	30	1
236	279	30	2
237	279	30	2
239	279	30	2
244	279	30	2
251	279	30	1
252	279	30	1
254	279	30	1
175	280	30	3
176	280	30	1
206	280	30	1
232	280	30	1
241	280	30	2
246	280	30	2
247	280	30	1
248	280	30	1
179	281	30	2
233	281	30	2
237	281	30	1
245	281	30	1
251	281	30	2
252	281	30	2
254	281	30	1
172	282	30	1
174	282	30	2
179	282	30	1
215	282	30	3
219	282	30	1
232	282	30	2
233	282	30	1
253	282	30	1
179	283	30	1
202	283	30	1
220	283	30	1
239	283	30	1
242	283	30	1
244	283	30	1
246	283	30	1
257	283	30	1
173	284	30	1
177	284	30	1
220	284	30	1
231	284	30	3
233	284	30	1
240	284	30	2
244	284	30	2
253	284	30	1
220	285	30	1
224	285	30	1
232	285	30	1
245	285.666666666667	31	1
246	285	30	1
254	285	30	2
206	286	30	2
228	286	30	1
239	286	30	1
241	286	30	1
244	286	30	2
252	286	30	3
255	286	30	2
256	286	30	1
207	287	30	1
220	287	30	1
225	287	30	1
231	287	30	1
237	287.5	30.5	1
241	287	30	1
243	287	30	1
250	287	30	1
251	287	30	2
254	287	30	1
255	287	30	2
223	288	30	1
226	288	30	1
228	288	30	2
232	288	30	2
236	288	30	1
239	288	30	1
243	288	30	2
246	288	30	1
247	288	30	2
248	288	30	2
250	288	30	1
226	289	30	1
233	289	30	2
237	289	30	1
243	289	30	1
246	289	30	1
247	289	30	1
198	290	30	1
220	290	30	1
222	290	30	1
226	290	30	1
232	290	30	1
235	290	30	1
236	290	30	1
239	290	30	1
245	290	30	1
257	290	30	2
223	291	30	2
225	291	30	3
226	291	30	1
227	291	30	1
232	291	30	1
234	291	30	2
235	291	30	1
237	291	30	1
242	291	30	1
245	291	30	2
249	291	30	1
251	291	30	1
255	291	30	1
194	292	30	1
197	292	30	1
198	292	30	1
220	292	30	1
226	292	30	1
230	292	30	2
231	292	30	1
236	292	30	3
237	292	30	1
246	292	30	1
251	292	30	2
257	292	30	1
219	293	30	1
220	293	30	2
221	293	30	1
222	293	30	1
224	293	30	2
229	293	30	1
233	293	30	1
234	293	30	1
236	293	30	1
239	293	30	1
241	293	30	1
244	293	30	1
245	293	30	1
247	293	30	1
253	293	30	2
189	294	30	1
210	294	30	2
221	294	30	1
226	294	30	1
229	294	30	1
240	294	30	1
241	294	30	1
243	294	30	1
245	294	30	1
246	294	30	1
253	294	30	1
257	294	30	1
218	295	30	1
220	295	30	1
221	295	30	1
225	295	30	1
228	295	30	1
229	295	30	1
253	295	30	1
254	295	30	1
186	296	30	1
220	296	30	1
226	296	30	1
232	296	30	1
234	296	30	1
239	296	30	1
244	296	30	1
246	296	30	1
247	296	30	2
252	296	30	1
243	297	30	1
244	297	30	2
245	297	30	1
215	298	30	1
222	298	30	1
229	298	30	1
233	298	30	2
240	298	30	1
241	298	30	1
252	298	30	1
215	299	30	1
216	299	30	1
225	299	30	1
227	299	30	1
236	299	30	1
242	299	30	1
246	299	30	1
247	299	30	1
218	300	30	1
223	300	30	1
232	300	30	1
233	300	30	1
237	300	30	1
223	301	30	1
227	301	30	1
235	301	30	1
246	301	30	1
221	302	30	1
229	302	30	1
236	302	30	1
225	303	30	1
237	303	30	4
240	303	30	1
243	303	30	1
220	304	30	2
233	304	30	1
237	304	30	1
233	305	30	1
236	305	30	1
236	306	30	1
238	306	30	1
226	249	31	1
216	252	31	2
217	253	31	1
227	254	31	1
235	254	31	3
226	255	31	1
233	255	31	1
235	255	31	2
236	255	31	1
237	255	31	3
233	256	31	1
236	256	31	1
239	256	31	1
214	257	31	1
215	257	31	1
216	257	31	1
229	257	31	1
233	257	31	1
237	257	31	1
215	258	31	1
234	258	31	1
235	258	31	1
186	260	31	1
187	260	31	1
227	260	31	1
234	260	31	1
241	260	31	1
184	261	31	1
188	261	31	1
195	261	31	1
208	261	31	1
211	261	31	2
213	261	31	1
225	261	31	3
226	261	31	2
227	261	31	1
228	261	31	1
229	261	31	1
235	261	31	1
244	261	31	1
245	261	31	1
249	261	31	1
186	262	31	1
194	262	31	1
207	262	31	1
217	262	31	2
223	262	31	1
227	262	31	1
229	262	31	1
236	262	31	1
238	262	31	1
240	262	31	1
242	262	31	1
246	262	31	1
249	262	31	1
187	263	31	1
211	263	31	2
217	263	31	1
218	263	31	1
219	263	31	1
226	263	31	1
227	263	31	1
228	263	31	1
229	263	31	1
232	263	31	2
233	263	31	1
234	263	31	1
238	263	31	1
248	263	31	1
188	264	31	1
204	264	31	1
218	264	31	1
220	264	31	1
221	264	31	1
223	264	31	2
224	264	31	1
231	264	31	1
239	264	31	1
246	264	31	1
192	265	31	2
205	265	31	1
213	265	31	1
226	265	31	2
236	265	31	1
238	265	31	1
249	265	31	1
186	266	31	2
189	266	31	2
191	266	31	2
197	266	31	2
211	266	31	1
212	266	31	1
217	266	31	1
219	266	31	1
221	266	31	4
228	266	31	1
233	266	31	1
241	266	31	1
244	266	31	2
245	266	31	1
247	266	31	1
176	267	31	1
183	267	31	1
223	267	31	1
224	267	31	1
228	267	31	1
183	268	31	1
184	268	31	1
188	268	31	1
195	268	31	1
203	268	31	1
205	268	31	2
213	268	31	2
215	268	31	1
219	268	31	2
222	268	31	1
224	268	31	2
231	268	31	1
241	268	31	1
242	268	31	1
244	268	31	2
247	268	31	2
173	269	31	1
188	269	31	1
193	269	31	1
204	269	31	1
215	269	31	2
234	269	31	1
235	269	31	2
242	269	31	1
249	269	31	2
250	269	31	1
252	269	31	1
196	270	31	1
198	270	31	1
207	270	31	1
231	270	31	1
242	270	31	1
244	270	31	1
247	270	31	1
172	271	31	1
174	271	31	1
178	271	31	1
184	271	31	1
185	271	31	1
215	271	31	1
235	271	31	1
238	271	31	1
240	271	31	2
244	271	31	1
245	271	31	1
247	271	31	1
182	272	31	1
183	272	31	2
210	272	31	2
218	272	31	1
226	272	31	1
234	272	31	1
241	272	31	2
251	272	31	2
254	272	31	1
181	273	31	1
211	273	31	1
215	273	31	1
229	273	31	1
235	273	31	3
237	273	31	1
249	273	31	1
175	274	31	1
185	274	31	1
204	274	31	1
209	274	31	1
210	274	31	2
211	274	31	1
214	274	31	1
226	274	31	1
229	274	31	2
230	274	31	1
240	274	31	1
244	274	31	1
250	274	31	1
236	275	31	1
239	275	31	2
241	275	31	1
244	275	31	1
236	276	31	2
244	276	31	1
174	277	31	1
205	277	31	1
239	277	31	1
243	277	31	1
245	277	31	1
247	277	31	2
174	278	31	1
204	278	31	1
205	278	31	2
206	278	31	1
238	278	31	1
243	278	31	1
175	279	31	1
208	279	31	1
219	279	31	1
238	279	31	1
242	279	31	1
243	279	31	1
219	280	31	1
220	280	31	1
232	280	31	1
236	280	31	1
245	280	31	1
246	280	31	1
249	280	31	2
250	280	31	2
251	280	31	1
179	281	31	1
204	281	31	2
228	281	31	1
250	281	31	1
251	281	31	1
173	282	31	2
175	282	31	1
180	282	31	1
220	282	31	1
221	282	31	1
232	282	31	1
238	282	31	1
239	282	31	1
240	282	31	2
247	282	31	1
248	282	31	1
252	282	31	1
254	282	31	1
184	283	31	1
208	283	31	1
218	283	31	1
219	283	31	1
221	283	31	1
228	283	31	1
234	283	31	1
235	283	31	2
253	283	31	1
175	284	31	1
182	284	31	1
209	284	31	1
212	284	31	1
231	284	31	1
235	284	31	1
238	284	31	1
243	284	31	1
250	284	31	1
177	285	31	1
183	285	31	2
206	285	31	1
219	285	31	1
229	285	31	1
240	285	31	2
244	285	31	1
250	285	31	1
256	285	31	1
180	286	31	1
221	286	31	1
238	286	31	1
246	286	31	1
252	286	31	1
190	287	31	1
219	287	31	1
222	287	31	2
223	287	31	1
227	287	31	4
229	287	31	1
237	287	31	1
241	287	31	1
248	287	31	1
253	287	31	1
255	287	31	1
220	288	31	2
226	288	31	1
228	288	31	1
231	288	31	3
233	288	31	1
234	288	31	1
236	288	31	1
241	288	31	1
244	288	31	1
246	288	31	1
225	289	31	1
228	289	31	1
232	289	31	1
233	289	31	2
234	289	31	1
247	289	31	1
225	290	31	1
226	290	31	1
230	290	31	1
232	290	31	2
240	290	31	1
246	290	31	1
250	290	31	1
198	291	31	1
199	291	31	1
223	291	31	1
226	291	31	1
228	291	31	1
229	291	31	3
231	291	31	1
240	291	31	1
241	291	31	1
242	291	31	1
248	291	31	1
255	291	31	1
198	292	31	2
201	292	31	1
222	292	31	1
227	292	31	1
235	292	31	2
236	292	31	1
242	292	31	1
243	292	31	1
247	292	31	3
250	292	31	1
251	292	31	1
253	292	31	1
254	292	31	2
256	292	31	1
257	292	31	1
198	293	31	2
221	293	31	1
222	293	31	1
225	293	31	1
231	293	31	1
236	293	31	2
251	293	31	1
253	293	31	2
224	294	31	1
227	294	31	2
228	294	31	1
230	294	31	1
233	294	31	1
237	294	31	1
240	294	31	1
245	294	31	1
246	294	31	1
251	294	31	1
252	294	31	1
220	295	31	1
221	295	31	2
223	295	31	1
228	295	31	1
234	295	31	1
235	295	31	2
240	295	31	1
241	295	31	1
243	295	31	1
244	295	31	1
247	295	31	1
248	295	31	1
257	295	31	1
197	296	31	1
223	296	31	1
240	296	31	1
195	297	31	2
223	297	31	1
224	297	31	1
225	297	31	1
234	297	31	1
235	297	31	1
236	297	31	1
241	297	31	1
243	297	31	2
246	297	31	2
255	297	31	1
196	298	31	2
205	298	31	1
228	298	31	1
237	298	31	1
238	298	31	1
239	298	31	2
249	298	31	2
251	298	31	1
252	298	31	2
253	298	31	2
230	299	31	1
232	299	31	1
236	299	31	2
240	299	31	2
247	299	31	1
218	300	31	1
223	300	31	1
225	300	31	1
227	300	31	1
228	300	31	1
241	300	31	1
244	300	31	1
246	300	31	1
249	300	31	1
221	301	31	1
227	301	31	1
234	301	31	1
237	301	31	2
241	301	31	2
242	301	31	1
235	302	31	1
236	302	31	1
239	302	31	1
244	302	31	1
231	303	31	1
232	303	31	1
246	303	31	1
238	304	31	1
243	304	31	1
223	305	31	1
238	305	31	1
242	305	31	1
224	307	31	1
234	307	31	1
237	307	31	1
223	308	31	1
225	308	31	1
228	251	32	1
214	253	32	1
218	253	32	1
223	253	32	1
237	253	32	1
216	254	32	1
223	254	32	1
226	254	32	1
228	254	32	1
236	254	32	2
238	254	32	1
239	254	32	1
188	255	32	1
215	255	32	2
221	255	32	2
223	255	32	1
226	255	32	1
232	255	32	1
237	255	32	1
240	255	32	1
210	256	32	1
229	256	32	1
232	256	32	1
234	256	32	1
236	256	32	1
240	256	32	2
242	256	32	1
193	257	32	1
202	257	32	1
203	257	32	1
208	257	32	2
210	257	32	1
218	257	32	1
228	257	32	1
229	257	32	1
238	257	32	1
240	257	32	1
213	258	32	1
214	258	32	1
218	258	32	2
220	258	32	2
232	258	32	1
233	258	32	2
192	259	32	1
193	259	32	1
201	259	32	1
211	259	32	2
214	259	32	1
215	259	32	1
216	259	32	1
217	259	32	1
220	259	32	1
237	259	32	1
243	259	32	1
247	259	32	1
182	260	32	2
211	260	32	3
216	260	32	1
221	260	32	1
222	260	32	1
234	260	32	1
240	260	32	1
243	260	32	1
244	260	32	1
186	261	32	2
194	261	32	1
215	261	32	2
217	261	32	2
218	261	32	1
225	261	32	1
230	261	32	1
244	261	32	2
246	261	32	1
196	262	32	1
198	262	32	1
210	262	32	1
