x	y	z	Mitochondrial translation
125	243	20	1
130	243	20	1
132	243	20	1
140	243	20	1
141	243	20	2
173	243	20	2
181	243	20	1
201	243	20	1
213	243	20	1
118	244	20	1
123	244	20	1
126	244	20	3
134	244	20	2
135	244	20	1
145	244	20	1
155	244	20	1
207	244	20	1
210	244	20	1
213	244	20	1
220	244	20	1
242	244	20	1
108	245	20	1
182	245	20	2
214	245	20	1
241	245	20	2
126	246	20	2
149	246	20	1
159	246	20	2
177	246	20	1
215	246	20	1
221	246	20	1
246	246	20	1
252	246	20	1
122	247	20	1
133	247	20	1
137	247	20	1
218	247	20	1
235	247	20	1
248	247	20	1
109	248	20	1
114	248	20	1
141	248	20	1
158	248	20	2
166	248	20	1
215	248	20	1
230	248	20	2
233	248	20	1
102	249	20	1
145	249	20	2
151	249	20	1
169	249	20	1
191	249	20	2
218	249	20	2
101	250	20	2
113	250	20	1
119	250	20	4
121	250	20	1
131	250	20	4
162	250	20	1
172	250	20	7
175	250	20	1
227	250	20	1
260	250	20	1
207	251	20	2
216	251	20	1
218	251	20	1
223	251	20	2
118	252	20	2
122	252	20	2
161	252	20	1
175	252	20	1
212	252	20	1
218	252	20	1
226	252	20	1
234	252	20	1
139	253	20	2
140	253	20	1
161	253	20	1
194	253	20	2
222	253	20	1
231	253	20	2
111	254	20	1
124	254	20	3
148	254	20	3
154	254	20	2
161	254	20	1
180	254	20	1
183	254	20	2
197	254	20	1
217	254	20	1
223	254	20	2
226	254	20	1
243	254	20	1
244	254	20	2
248	254	20	2
121	255	20	3
143	255	20	3
149	255	20	1
197	255	20	1
198	255	20	1
207	255	20	1
214	255	20	1
232	255	20	1
233	255	20	1
246	255	20	1
251	255	20	2
131	256	20	2
158	256	20	1
161	256	20	2
166	256	20	1
172	256	20	1
234	256	20	2
124	257	20	1
146	257	20	1
159	257	20	1
162	257	20	4
171	257	20	1
175	257	20	1
197	257	20	3
198	257	20	2
229	257	20	1
230	257	20	1
232	257	20	1
243	257	20	1
251	257	20	2
255	257	20	1
265	257	20	1
128	258	20	1
163	258	20	1
176	258	20	1
198	258	20	1
220	258	20	2
232	258	20	3
107	259	20	3
136	259	20	1
144	259	20	2
166	259	20	1
231	259	20	1
252	259	20	1
265	259	20	1
127	260	20	2
130	260	20	1
134	260	20	2
142	260	20	1
157	260	20	2
158	260	20	1
184	260	20	1
224	260	20	1
245	260	20	2
102	261	20	1
142	261	20	1
147	261	20	1
156	261	20	1
163	261	20	2
199	261	20	1
215	261	20	2
226	261	20	2
231	261	20	1
118	262	20	3
144	262	20	2
150	262	20	2
152	262	20	2
170	262	20	1
230	262	20	2
254	262	20	2
142	263	20	1
163	263	20	3
191	263	20	2
207	263	20	1
210	263	20	2
229	263	20	2
259	263	20	1
265	263	20	2
136	264	20	4
163	264	20	1
168	264	20	1
187	264	20	1
220	264	20	2
249	264	20	1
250	264	20	2
254	264	20	1
124	265	20	2
163	265	20	1
179	265	20	1
232	265	20	1
236	265	20	1
113	266	20	2
126	266	20	2
129	266	20	1
132	266	20	1
136	266	20	1
155	266	20	1
172	266	20	3
179	266	20	1
184	266	20	1
197	266	20	2
231	266	20	1
116	267	20	1
132	267	20	2
154	267	20	1
160	267	20	2
168	267	20	1
239	267	20	3
266	267	20	1
109	268	20	1
113	268	20	1
121	268	20	1
141	268	20	1
145	268	20	1
151	268	20	1
154	268	20	1
156	268	20	3
167	268	20	2
255	268	20	1
112	269	20	1
118	269	20	1
119	269	20	1
130	269	20	3
132	269	20	1
140	269	20	1
147	269	20	2
151	269	20	1
155	269	20	1
159	269	20	2
165	269	20	1
167	269	20	1
173	269	20	2
184	269	20	3
212	269	20	3
214	269	20	1
246	269	20	2
100	270	20	1
113	270	20	2
114	270	20	1
115	270	20	2
118	270	20	2
125	270	20	1
147	270	20	1
162	270	20	1
166	270	20	2
177	270	20	1
217	270	20	1
224	270	20	2
261	270	20	1
118	271	20	2
128	271	20	2
133	271	20	1
145	271	20	2
159	271	20	5
163	271	20	1
171	271	20	1
201	271	20	2
222	271	20	4
268	271	20	2
107	272	20	1
113	272	20	3
115	272	20	1
116	272	20	2
117	272	20	2
120	272	20	1
121	272	20	2
125	272	20	2
135	272	20	3
144	272	20	1
154	272	20	1
156	272	20	1
158	272	20	2
162	272	20	2
170	272	20	4
176	272	20	1
218	272	20	2
225	272	20	1
226	272	20	3
260	272	20	2
119	273	20	1
152	273	20	1
178	273	20	1
201	273	20	2
206	273	20	1
211	273	20	1
220	273	20	1
223	273	20	1
122	274	20	1
159	274	20	2
167	274	20	2
170	274	20	1
185	274	20	1
197	274	20	2
214	274	20	1
227	274	20	1
229	274	20	3
131	275	20	3
134	275	20	2
148	275	20	1
154	275	20	1
172	275	20	1
177	275	20	3
200	275	20	2
208	275	20	1
226	275	20	1
235	275	20	1
268	275	20	4
110	276	20	2
126	276	20	1
137	276	20	1
142	276	20	1
155	276	20	1
162	276	20	2
163	276	20	1
167	276	20	2
170	276	20	1
174	276	20	1
180	276	20	1
182	276	20	1
221	276	20	2
246	276	20	1
258	276	20	2
266	276	20	1
140	277	20	3
171	277	20	1
177	277	20	1
189	277	20	3
217	277	20	3
219	277	20	1
226	277	20	2
249	277	20	1
262	277	20	1
152	278	20	1
160	278	20	1
168	278	20	1
183	278	20	1
227	278	20	2
270	278	20	1
150	279	20	5
156	279	20	1
163	279	20	2
171	279	20	1
175	279	20	1
178	279	20	1
186	279	20	1
200	279	20	1
217	279	20	1
218	279	20	1
224	279	20	2
232	279	20	1
234	279	20	1
269	279	20	1
108	280	20	2
109	280	20	1
132	280	20	1
133	280	20	1
163	280	20	2
172	280	20	1
173	280	20	1
176	280	20	2
197	280	20	2
224	280	20	2
256	280	20	1
269	280	20	2
134	281	20	1
142	281	20	1
147	281	20	2
166	281	20	3
169	281	20	1
176	281	20	2
214	281	20	1
222	281	20	1
227	281	20	1
261	281	20	2
116	282	20	1
158	282	20	1
162	282	20	1
181	282	20	2
203	282	20	1
219	282	20	1
269	282	20	2
276	282	20	2
130	283	20	1
165	283	20	2
170	283	20	1
173	283	20	1
179	283	20	1
214	283	20	1
216	283	20	1
232	283	20	1
266	283	20	2
271	283	20	3
272	283	20	1
149	284	20	1
153	284	20	1
163	284	20	1
213	284	20	1
223	284	20	2
224	284	20	1
267	284	20	2
109	285	20	1
119	285	20	1
139	285	20	1
141	285	20	1
145	285	20	1
157	285	20	4
210	285	20	3
218	285	20	1
223	285	20	1
230	285	20	1
272	285	20	2
129	286	20	2
151	286	20	3
218	286	20	3
225	286	20	1
236	286	20	1
112	287	20	2
129	287	20	1
155	287	20	1
199	287	20	1
220	287	20	1
221	287	20	1
261	287	20	3
268	287	20	1
126	288	20	5
136	288	20	1
167	288	20	2
169	288	20	1
196	288	20	1
215	288	20	2
223	288	20	2
230	288	20	1
238	288	20	1
124	289	20	2
125	289	20	2
143	289	20	1
147	289	20	2
149	289	20	1
164	289	20	2
179	289	20	1
181	289	20	1
221	289	20	1
222	289	20	1
140	290	20	1
142	290	20	1
143	290	20	2
161	290	20	2
214	290	20	1
224	290	20	1
226	290	20	1
271	290	20	1
117	291	20	1
151	291	20	1
192	291	20	5
227	291	20	1
262	291	20	1
104	292	20	2
112	292	20	1
129	292	20	1
140	292	20	2
157	292	20	2
195	292	20	1
199	292	20	1
205	292	20	1
213	292	20	1
217	292	20	1
236	292	20	1
237	292	20	2
242	292	20	2
265	292	20	1
268	292	20	1
106	293	20	2
117	293	20	2
133	293	20	1
134	293	20	1
142	293	20	4
148	293	20	1
161	293	20	1
165	293	20	1
204	293	20	1
219	293	20	1
222	293	20	1
225	293	20	1
226	293	20	1
261	293	20	3
118	294	20	1
136	294	20	1
141	294	20	2
180	294	20	1
209	294	20	1
211	294	20	1
214	294	20	1
219	294	20	1
220	294	20	1
264	294	20	3
116	295	20	1
136	295	20	1
151	295	20	3
173	295	20	2
196	295	20	3
198	295	20	1
218	295	20	2
220	295	20	4
266	295	20	1
271	295	20	2
116	296	20	1
120	296	20	1
136	296	20	3
162	296	20	2
163	296	20	1
170	296	20	1
180	296	20	1
187	296	20	1
193	296	20	4
194	296	20	6
212	296	20	1
216	296	20	2
217	296	20	4
228	296	20	1
270	296	20	1
133	297	20	1
137	297	20	2
151	297	20	2
172	297	20	2
201	297	20	2
249	297	20	1
256	297	20	4
257	297	20	3
270	297	20	1
123	298	20	1
153	298	20	1
165	298	20	1
193	298	20	2
203	298	20	2
246	298	20	1
269	298	20	2
129	299	20	1
156	299	20	1
161	299	20	1
179	299	20	1
207	299	20	4
219	299	20	2
235	299	20	1
257	299	20	1
264	299	20	1
270	299	20	1
120	300	20	1
139	300	20	3
174	300	20	3
191	300	20	1
232	300	20	3
253	300	20	1
266	300	20	3
114	301	20	1
155	301	20	2
166	301	20	1
114	302	20	1
126	302	20	2
167	302	20	2
187	302	20	2
204	302	20	1
213	302	20	1
219	302	20	1
223	302	20	2
257	302	20	1
261	302	20	1
264	302	20	1
101	303	20	1
127	303	20	1
150	303	20	2
187	303	20	1
194	303	20	1
234	303	20	2
266	303	20	2
96	304	20	1
149	304	20	1
157	304	20	3
158	304	20	1
174	304	20	1
209	304	20	2
210	304	20	1
234	304	20	1
236	304	20	1
237	304	20	2
238	304	20	1
239	304	20	3
256	304	20	3
262	304	20	1
124	305	20	1
177	305	20	1
223	305	20	3
236	305	20	2
127	306	20	1
136	306	20	1
146	306	20	2
172	306	20	1
177	306	20	1
182	306	20	2
191	306	20	3
200	306	20	2
209	306	20	2
240	306	20	3
258	306	20	3
261	306	20	2
100	307	20	2
124	307	20	3
128	307	20	1
142	307	20	2
166	307	20	2
177	307	20	1
182	307	20	1
211	307	20	1
213	307	20	1
227	307	20	1
229	307	20	1
234	307	20	2
238	307	20	1
239	307	20	2
241	307	20	1
103	308	20	2
171	308	20	1
186	308	20	1
197	308	20	1
200	308	20	1
201	308	20	1
208	308	20	2
219	308	20	2
229	308	20	1
232	308	20	1
235	308	20	2
249	308	20	1
260	308	20	2
124	309	20	1
175	309	20	2
201	309	20	3
203	309	20	1
205	309	20	3
224	309	20	2
238	309	20	1
242	309	20	1
246	309	20	3
260	309	20	2
263	309	20	1
267	309	20	1
268	309	20	1
269	309	20	1
118	310	20	2
144	310	20	2
182	310	20	2
185	310	20	2
198	310	20	1
241	310	20	2
255	310	20	2
107	311	20	3
143	311	20	1
200	311	20	2
201	311	20	2
210	311	20	5
230	311	20	1
264	311	20	1
266	311	20	4
93	312	20	1
100	312	20	2
115	312	20	1
168	312	20	1
173	312	20	3
202	312	20	1
247	312	20	1
256	312	20	1
260	312	20	1
263	312	20	2
115	313	20	1
164	313	20	2
176	313	20	1
181	313	20	3
182	313	20	3
197	313	20	4
212	313	20	1
227	313	20	1
229	313	20	1
250	313	20	1
262	313	20	1
100	314	20	1
142	314	20	2
207	314	20	1
210	314	20	1
237	314	20	3
259	314	20	1
266	314	20	1
268	314	20	1
110	315	20	2
124	315	20	1
133	315	20	3
150	315	20	2
156	315	20	1
159	315	20	1
169	315	20	1
175	315	20	1
180	315	20	3
194	315	20	1
198	315	20	1
215	315	20	1
240	315	20	1
243	315	20	1
256	315	20	1
259	315	20	1
262	315	20	2
263	315	20	1
265	315	20	1
119	316	20	1
179	316	20	1
185	316	20	1
198	316	20	1
204	316	20	3
232	316	20	1
257	316	20	1
95	317	20	1
103	317	20	2
110	317	20	2
115	317	20	1
145	317	20	1
152	317	20	1
162	317	20	1
177	317	20	2
232	317	20	2
251	317	20	1
267	317	20	1
126	318	20	3
129	318	20	1
133	318	20	1
172	318	20	1
185	318	20	1
247	318	20	2
257	318	20	1
260	318	20	2
261	318	20	1
98	319	20	1
100	319	20	2
140	319	20	1
171	319	20	1
237	319	20	2
242	319	20	1
168	320	20	1
195	320	20	1
200	320	20	1
243	320	20	2
244	320	20	2
250	320	20	1
112	321	20	1
183	321	20	1
196	321	20	1
197	321	20	2
210	321	20	1
213	321	20	1
231	321	20	3
254	321	20	1
256	321	20	1
97	322	20	2
127	322	20	1
157	322	20	2
178	322	20	1
180	322	20	2
183	322	20	1
187	322	20	2
190	322	20	1
193	322	20	2
198	322	20	1
200	322	20	1
226	322	20	1
257	322	20	1
99	323	20	1
106	323	20	1
108	323	20	1
111	323	20	1
153	323	20	2
164	323	20	2
186	323	20	1
193	323	20	1
194	323	20	1
198	323	20	1
222	323	20	2
233	323	20	4
237	323	20	2
135	324	20	2
149	324	20	2
177	324	20	2
185	324	20	2
188	324	20	1
198	324	20	1
200	324	20	1
203	324	20	1
101	325	20	2
111	325	20	2
139	325	20	2
179	325	20	3
180	325	20	2
181	325	20	1
183	325	20	1
187	325	20	2
188	325	20	1
195	325	20	1
196	325	20	1
205	325	20	2
128	326	20	1
177	326	20	1
191	326	20	1
196	326	20	2
199	326	20	1
203	326	20	2
211	326	20	1
214	326	20	1
219	326	20	1
240	326	20	1
261	326	20	1
106	327	20	1
139	327	20	1
145	327	20	1
161	327	20	1
228	327	20	1
233	327	20	1
258	327	20	2
261	327	20	1
135	328	20	2
167	328	20	3
173	328	20	1
181	328	20	1
183	328	20	1
198	328	20	2
200	328	20	1
214	328	20	2
257	328	20	1
261	328	20	1
98	329	20	1
117	329	20	2
120	329	20	1
137	329	20	1
169	329	20	1
187	329	20	3
199	329	20	2
210	329	20	2
221	329	20	1
253	329	20	1
97	330	20	2
124	330	20	1
129	330	20	1
131	330	20	1
150	330	20	1
179	330	20	2
181	330	20	1
195	330	20	1
262	330	20	1
118	331	20	1
145	331	20	2
177	331	20	2
179	331	20	1
180	331	20	1
186	331	20	2
200	331	20	1
205	331	20	1
104	332	20	1
113	332	20	3
114	332	20	1
140	332	20	2
172	332	20	1
179	332	20	1
180	332	20	1
199	332	20	3
216	332	20	1
218	332	20	1
226	332	20	1
232	332	20	2
260	332	20	3
157	333	20	2
161	333	20	3
174	333	20	1
176	333	20	3
193	333	20	1
204	333	20	1
210	333	20	1
227	333	20	1
244	333	20	1
250	333	20	1
261	333	20	2
131	334	20	1
143	334	20	1
151	334	20	1
153	334	20	1
158	334	20	1
160	334	20	2
183	334	20	1
186	334	20	1
207	334	20	1
210	334	20	2
224	334	20	2
253	334	20	2
256	334	20	1
210	335	20	1
227	335	20	2
239	335	20	1
246	335	20	1
134	336	20	1
137	336	20	1
144	336	20	1
163	336	20	3
169	336	20	1
175	336	20	1
199	336	20	2
207	336	20	1
222	336	20	1
224	336	20	1
230	336	20	1
260	336	20	1
144	337	20	2
173	337	20	3
194	337	20	1
233	337	20	1
169	338	20	1
173	338	20	1
190	338	20	1
198	338	20	1
226	338	20	1
173	339	20	1
242	339	20	1
249	339	20	1
177	340	20	2
201	340	20	1
225	340	20	1
233	340	20	1
248	340	20	1
157	341	20	2
167	341	20	1
173	341	20	1
213	341	20	1
214	341	20	3
230	341	20	1
246	341	20	1
173	342	20	1
185	342	20	1
217	342	20	3
227	342	20	1
194	343	20	2
210	343	20	1
219	343	20	1
223	343	20	1
240	343	20	1
243	343	20	1
161	344	20	2
178	344	20	1
181	344	20	1
242	344	20	1
183	345	20	1
223	345	20	1
243	345	20	1
162	346	20	1
213	346	20	2
217	346	20	1
243	346	20	2
190	347	20	2
198	347	20	1
202	347	20	1
161	348	20	1
173	348	20	2
192	348	20	2
236	348	20	1
178	349	20	1
179	349	20	1
186	349	20	1
190	349	20	1
212	349	20	3
229	349	20	1
165	350	20	1
169	350	20	1
237	350	20	1
203	351	20	1
206	351	20	1
178	352	20	1
183	352	20	1
186	352	20	2
197	352	20	1
231	352	20	2
165	353	20	1
178	353	20	1
184	353	20	2
212	353	20	1
208	354	20	1
210	354	20	1
230	354	20	2
200	355	20	1
229	356	20	1
180	357	20	2
182	357	20	1
207	357	20	1
215	357	20	1
220	357	20	4
169	358	20	1
178	358	20	2
211	358	20	3
220	358	20	1
222	358	20	1
171	359	20	1
178	359	20	1
200	359	20	2
173	360	20	2
176	360	20	2
179	360	20	2
186	360	20	1
219	360	20	1
205	361	20	1
204	363	20	2
129	222	21	1
142	224	21	1
159	225	21	1
175	225	21	1
177	225	21	1
155	226	21	2
147	228	21	2
161	228	21	2
173	230	21	1
188	230	21	1
137	231	21	2
144	233	21	3
129	234	21	1
140	235	21	1
141	235	21	1
215	235	21	1
132	236	21	1
141	236	21	1
146	236	21	2
214	236	21	1
131	237	21	2
132	237	21	1
136	237	21	1
138	237	21	5
154	237	21	1
172	237	21	1
178	237	21	1
191	237	21	1
128	238	21	5
131	238	21	2
132	238	21	1
137	238	21	2
148	238	21	1
149	238	21	1
151	238	21	1
200	238	21	1
129	239	21	3
131	239	21	1
147	239	21	2
178	239	21	1
127	240	21	1
128	240	21	1
132	240	21	1
138	240	21	3
151	240	21	1
171	240	21	2
190	240	21	1
212	240	21	1
126	241	21	1
129	241	21	1
134	241	21	3
135	241	21	2
137	241	21	1
174	241	21	4
214	241	21	3
215	241	21	2
126	242	21	1
128	242	21	2
137	242	21	2
215	242	21	2
109	243	21	2
128	243	21	1
142	243	21	1
146	243	21	2
213	243	21	1
145	244	21	1
194	245	21	2
215	245	21	1
245	245	21	1
135	246	21	1
201	247	21	2
232	247	21	1
173	248	21	1
134	249	21	1
216	249	21	3
117	251	21	1
217	251	21	1
232	251	21	1
148	252	21	1
158	252	21	2
201	252	21	1
219	252	21	2
220	252	21	2
228	253	21	1
199	254	21	1
225	254	21	1
223	255	21	2
225	255	21	1
226	255	21	3
230	255	21	2
231	255	21	1
122	256	21	1
231	256	21	2
197	257	21	1
232	257	21	1
252	258	21	1
160	259	21	2
163	259	21	3
160	260	21	2
130	261	21	1
163	262	21	2
189	262	21	2
133	263	21	1
161	264	21	3
175	264	21	2
181	264	21	1
135	265	21	1
162	265	21	2
215	265	21	2
222	265	21	2
139	266	21	1
162	267	21	2
164	267	21	3
155	268	21	2
160	268	21	1
114	269	21	2
117	269	21	2
124	269	21	2
160	269	21	1
177	269	21	1
208	269	21	2
117	270	21	1
120	270	21	1
126	270	21	1
156	270	21	4
164	270	21	1
235	270	21	1
115	271	21	2
120	271	21	2
159	271	21	1
117	272	21	1
124	272	21	1
125	272	21	1
129	272	21	1
149	272	21	4
159	272	21	2
163	272	21	1
164	272	21	1
165	272	21	1
166	272	21	2
167	272	21	1
173	272	21	1
182	272	21	2
120	273	21	2
133	273	21	4
157	273	21	1
164	273	21	3
178	273	21	1
224	273	21	1
225	273	21	1
134	274	21	2
149	274	21	2
154	274	21	1
167	274	21	3
176	274	21	3
165	275	21	1
175	275	21	2
176	275	21	1
177	275	21	1
179	275	21	1
116	276	21	1
117	276	21	1
165	276	21	1
219	276	21	1
221	276	21	1
119	277	21	2
172	277	21	2
218	277	21	2
219	277	21	1
117	278	21	1
124	278	21	2
157	278	21	1
171	278	21	3
218	278	21	2
221	278	21	2
169	279	21	2
176	279	21	2
178	279	21	2
186	279	21	2
218	279	21	1
220	279	21	1
125	280	21	1
147	280	21	1
167	280	21	1
168	280	21	1
177	280	21	1
205	280	21	2
218	280	21	1
175	281	21	1
225	281	21	1
226	281	21	1
140	282	21	1
215	282	21	1
217	282	21	1
220	282	21	1
271	282	21	3
150	283	21	1
216	283	21	1
206	284	21	2
224	284	21	1
230	284	21	1
123	285	21	2
101	286	21	1
217	286	21	1
223	286	21	1
152	287	21	1
219	287	21	3
221	287	21	1
223	287	21	2
134	288	21	1
186	288	21	1
217	288	21	1
220	288	21	2
223	289	21	1
225	289	21	2
219	290	21	1
222	290	21	2
106	291	21	1
178	291	21	2
218	291	21	1
244	292	21	2
268	292	21	1
271	292	21	4
196	293	21	1
217	293	21	1
142	294	21	1
194	294	21	2
218	294	21	1
235	294	21	2
269	294	21	2
140	295	21	1
218	295	21	2
245	295	21	1
271	295	21	1
126	296	21	2
150	297	21	2
154	297	21	3
194	297	21	2
250	297	21	6
262	297	21	1
177	298	21	1
232	298	21	2
153	300	21	1
211	300	21	2
270	301	21	3
105	303	21	2
146	303	21	1
186	303	21	1
211	303	21	1
186	304	21	1
187	304	21	1
235	304	21	3
240	304	21	1
266	304	21	2
96	305	21	1
210	305	21	4
223	305	21	1
241	305	21	1
203	306	21	1
209	306	21	2
234	306	21	1
238	306	21	1
258	306	21	2
207	307	21	1
243	307	21	1
260	307	21	2
205	308	21	2
232	308	21	1
240	308	21	1
256	308	21	1
260	308	21	1
264	308	21	1
129	309	21	3
170	309	21	2
209	309	21	2
242	309	21	2
112	310	21	2
132	310	21	1
162	310	21	2
166	310	21	1
230	310	21	1
231	310	21	2
252	310	21	1
177	311	21	1
204	311	21	1
167	312	21	2
199	312	21	3
201	312	21	2
203	312	21	1
230	312	21	1
116	313	21	1
258	313	21	1
260	313	21	2
261	313	21	1
172	314	21	1
175	314	21	1
204	314	21	1
230	314	21	1
256	314	21	2
115	315	21	2
163	315	21	1
179	315	21	2
256	315	21	1
257	315	21	1
258	315	21	2
265	315	21	2
237	316	21	2
256	316	21	1
260	316	21	1
166	317	21	1
178	317	21	1
180	317	21	1
200	317	21	2
257	317	21	1
264	317	21	1
146	318	21	1
182	318	21	3
260	318	21	3
264	318	21	1
266	318	21	3
152	319	21	2
166	319	21	2
247	319	21	2
258	319	21	4
261	319	21	2
118	321	21	1
132	321	21	1
183	321	21	1
185	321	21	1
187	321	21	1
256	321	21	1
258	321	21	1
260	321	21	1
178	322	21	1
187	322	21	3
199	322	21	1
259	322	21	1
98	323	21	3
126	323	21	2
179	323	21	3
181	323	21	2
192	323	21	1
200	323	21	1
201	323	21	1
227	323	21	1
243	323	21	1
162	324	21	2
184	324	21	1
187	324	21	3
188	324	21	1
196	324	21	3
181	325	21	2
186	325	21	1
187	325	21	1
190	325	21	1
195	325	21	2
199	325	21	2
181	326	21	1
189	326	21	1
94	327	21	1
156	327	21	1
180	327	21	1
147	328	21	1
173	328	21	1
202	328	21	2
99	329	21	2
100	329	21	1
157	329	21	2
141	331	21	1
257	331	21	1
260	331	21	1
138	332	21	2
260	332	21	1
220	333	21	2
223	334	21	3
170	335	21	1
181	335	21	3
142	336	21	1
173	336	21	1
177	336	21	1
178	336	21	2
183	336	21	1
211	336	21	2
175	337	21	2
177	337	21	1
145	338	21	1
148	339	21	2
175	339	21	1
242	339	21	1
160	340	21	1
163	340	21	1
175	340	21	2
231	340	21	1
237	340	21	1
215	341	21	1
244	341	21	2
241	344	21	1
244	344	21	3
241	345	21	1
173	349	21	1
198	349	21	1
231	350	21	1
190	351	21	2
221	354	21	1
179	355	21	1
175	356	21	1
168	359	21	2
179	360	21	1
197	363	21	1
154	229	22	1
154	230	22	1
162	230	22	3
131	234	22	2
139	234	22	1
140	234	22	1
145	235	22	4
148	235	22	1
133	236	22	1
136	236	22	2
139	236	22	1
129	237	22	1
130	237	22	1
133	237	22	1
135	237	22	2
143	237	22	1
134	238	22	2
132	239	22	3
144	239	22	1
213	239	22	1
216	239	22	2
125	240	22	2
129	240	22	2
139	240	22	1
141	240	22	2
146	240	22	1
152	240	22	2
154	240	22	2
133	241	22	1
136	241	22	1
137	241	22	2
139	241	22	4
140	241	22	1
146	241	22	1
148	241	22	1
153	241	22	1
129	242	22	2
131	242	22	1
132	242	22	1
134	242	22	2
215	242	22	1
136	243	22	2
139	243	22	1
149	243	22	2
152	243	22	1
135	247	22	2
217	250	22	1
216	251	22	1
219	251	22	3
218	252	22	1
223	252	22	1
221	254	22	1
226	254	22	1
161	255	22	1
150	256	22	2
163	256	22	1
228	256	22	1
163	257	22	2
237	257	22	1
163	258	22	3
197	258	22	2
232	259	22	1
162	260	22	1
197	260	22	3
163	261	22	1
161	263	22	1
160	264	22	2
163	264	22	1
119	267	22	1
120	267	22	1
122	267	22	1
132	267	22	2
121	268	22	1
158	268	22	1
162	268	22	2
165	268	22	3
195	268	22	3
122	269	22	1
155	269	22	1
159	269	22	1
125	270	22	1
155	270	22	1
165	270	22	1
176	271	22	1
181	271	22	1
116	272	22	1
155	272	22	2
168	272	22	1
177	272	22	4
174	273	22	2
177	273	22	2
179	273	22	3
226	273	22	2
156	274	22	2
174	274	22	1
164	275	22	1
165	275	22	1
177	275	22	2
178	275	22	1
227	275	22	1
176	276	22	1
170	277	22	1
176	277	22	1
169	278	22	1
176	278	22	1
227	278	22	1
217	279	22	4
230	279	22	2
167	280	22	2
168	280	22	1
170	280	22	3
173	280	22	2
178	280	22	1
170	281	22	2
167	282	22	1
175	282	22	1
202	284	22	2
271	284	22	1
224	285	22	1
219	288	22	1
224	288	22	1
271	289	22	1
198	290	22	2
222	292	22	1
218	293	22	2
215	296	22	3
269	296	22	1
219	297	22	2
220	297	22	2
216	299	22	1
214	300	22	1
267	300	22	1
189	301	22	1
211	301	22	1
212	303	22	1
238	303	22	1
268	303	22	1
185	304	22	1
236	304	22	2
263	304	22	1
236	305	22	1
240	305	22	1
258	305	22	1
232	306	22	2
238	306	22	1
264	306	22	2
182	307	22	1
204	307	22	1
207	307	22	4
234	307	22	1
238	307	22	1
207	308	22	1
235	308	22	1
238	308	22	2
260	308	22	1
206	309	22	3
231	309	22	1
204	310	22	1
207	310	22	2
209	310	22	1
250	310	22	1
259	310	22	1
260	310	22	1
264	311	22	2
176	312	22	1
258	312	22	1
260	313	22	1
200	314	22	1
236	314	22	1
257	314	22	2
257	315	22	1
261	315	22	1
263	315	22	1
262	316	22	1
236	317	22	4
256	317	22	1
258	317	22	1
240	318	22	2
260	318	22	2
262	318	22	1
180	319	22	1
260	320	22	4
191	321	22	2
256	321	22	1
257	321	22	2
185	322	22	1
258	322	22	1
259	322	22	1
187	323	22	1
191	323	22	2
194	323	22	1
197	323	22	2
259	323	22	1
179	324	22	3
180	324	22	2
181	324	22	1
182	324	22	2
194	324	22	2
181	325	22	2
182	325	22	2
184	325	22	2
188	325	22	1
199	325	22	1
215	325	22	3
202	326	22	2
259	326	22	1
260	326	22	1
202	327	22	1
98	328	22	3
